a,video_id,author,likes,published,updated,text,teks_new,teks_new_lower,"sentimen (1 negatif, 2 netral, 3 positif)"
Ugye1a6p9fZ9E5fMegN4AaABAg,GX-aKctcuX4,@BujangDusun26,0,2025-02-08T01:07:17Z,2025-02-08T01:07:17Z,Dana desa juga perlu di hapus😊,Dana desa juga perlu di hapus,dana desa juga perlu di hapus,3
Ugz8mmRxzZabDuCk7eF4AaABAg,GX-aKctcuX4,@bejanruso371,0,2025-02-08T00:49:03Z,2025-02-08T00:49:03Z,Pasti protes para kades krn kurang dana korupsi nya..??,Pasti protes para kades krn kurang dana korupsi nya..??,pasti protes para kades krn kurang dana korupsi nya..??,2
UgysVJUWH73P1BgYQzl4AaABAg,GX-aKctcuX4,@dowanisa4842,0,2025-02-07T23:28:41Z,2025-02-07T23:28:41Z,Bagus bnyak di korupsi di desa😂,Bagus bnyak di korupsi di desa,bagus bnyak di korupsi di desa,3
UgxvD8uksZqTsWEmp2t4AaABAg,GX-aKctcuX4,@akmn3743,0,2025-02-07T23:27:08Z,2025-02-07T23:27:08Z,MAAF OWALAH BUAT PROGRAM MAKAN GRATIS 😄 MESKIPUN SUDAH PANGKAS MEMANGKAS KAYAKNYA MASIH KURANG DANA BUAT MAKAN GRATIS.😃 MUDAH MUDAHAN TAK MEMOTONG DARI DANA2 YG LAIN LAGI. MAAF,MAAF OWALAH BUAT PROGRAM MAKAN GRATIS  MESKIPUN SUDAH PANGKAS MEMANGKAS KAYAKNYA MASIH KURANG DANA BUAT MAKAN GRATIS. MUDAH MUDAHAN TAK MEMOTONG DARI DANA2 YG LAIN LAGI. MAAF,maaf owalah buat program makan gratis  meskipun sudah pangkas memangkas kayaknya masih kurang dana buat makan gratis. mudah mudahan tak memotong dari dana2 yg lain lagi. maaf,2
Ugys3G23_nK5IoWTIh14AaABAg,GX-aKctcuX4,@kaoskaosdistro,0,2025-02-07T19:07:33Z,2025-02-07T19:07:33Z,"Ah masa sih, msih rapat di hotel gk ? Masih rapat di resto gk nih
Mau seminar di kantor ? 3","Ah masa sih, msih rapat di hotel gk ? Masih rapat di resto gk nih
Mau seminar di kantor ? 3","ah masa sih, msih rapat di hotel gk ? masih rapat di resto gk nih
mau seminar di kantor ? 3",1
UgwFyZvy4EjAh4JFDQp4AaABAg,GX-aKctcuX4,@Il-II_lII,0,2025-02-07T18:06:28Z,2025-02-07T18:06:28Z,Potong aja dana desa,Potong aja dana desa,potong aja dana desa,3
Ugz4EozI7t0jANIO_mt4AaABAg,GX-aKctcuX4,@ambarasmoro,0,2025-02-07T16:02:18Z,2025-02-07T16:02:18Z,Kebijakan mulyono bersifat memabukkan,Kebijakan mulyono bersifat memabukkan,kebijakan mulyono bersifat memabukkan,1
UgzfqomFZUWDCeKQaI54AaABAg,GX-aKctcuX4,@node2infamous13,0,2025-02-07T15:26:45Z,2025-02-07T15:26:45Z,"Yg dipotong tu gaji dpr dan menteri, baru jos","Yg dipotong tu gaji dpr dan menteri, baru jos","yg dipotong tu gaji dpr dan menteri, baru jos",1
UgwCKc8J9lkTauKsJFx4AaABAg,GX-aKctcuX4,@radentitanuz1190,0,2025-02-07T15:08:24Z,2025-02-07T15:08:24Z,Joss,Joss,joss,3
UgxYKbld0t5c4AefeRh4AaABAg,GX-aKctcuX4,@supardi8789,0,2025-02-07T14:58:53Z,2025-02-07T14:58:53Z,Kenapa dipangkas lebih baik ditiadakan😅,Kenapa dipangkas lebih baik ditiadakan,kenapa dipangkas lebih baik ditiadakan,3
UgzPjn-EQ0viXbT_hGh4AaABAg,GX-aKctcuX4,@zenova4019,0,2025-02-07T13:39:16Z,2025-02-07T13:39:16Z,"Kolot"" k0nt00l di daerah anjg mampus klean 😂","Kolot"" k0nt00l di daerah anjg mampus klean ","kolot"" k0nt00l di daerah anjg mampus klean ",1
Ugz3STrNnDkPS04yC5h4AaABAg,GX-aKctcuX4,@Ghriawn,2,2025-02-07T13:14:12Z,2025-02-07T13:14:12Z,"POTONG 100% AJA,  LANGSUNG DIURUS SAMA PUSAT AJA.

GA BISA DIPERCAYA UNTUK PEMERINTAH DAERAH,  PALING CUMAN BEBERAPA DAERAH YANG AMANAH.
APALAGI PALING MALAS KALAU UDAH DENGAR ' KEPALA DESA '","POTONG 100% AJA,  LANGSUNG DIURUS SAMA PUSAT AJA.

GA BISA DIPERCAYA UNTUK PEMERINTAH DAERAH,  PALING CUMAN BEBERAPA DAERAH YANG AMANAH.
APALAGI PALING MALAS KALAU UDAH DENGAR ' KEPALA DESA '","potong 100% aja,  langsung diurus sama pusat aja.

ga bisa dipercaya untuk pemerintah daerah,  paling cuman beberapa daerah yang amanah.
apalagi paling malas kalau udah dengar ' kepala desa '",3
UgwJXfnvGppXNLzwZNt4AaABAg,GX-aKctcuX4,@mijonfix4139,0,2025-02-07T13:00:25Z,2025-02-07T13:00:25Z,"Lihat saja semua kampung jalanya rusak semua, coba dananya di alokasikan dengan benar pasti semua desa di Indonesia mulus","Lihat saja semua kampung jalan nya rusak semua, coba dananya di alokasikan dengan benar pasti semua desa di Indonesia mulus","lihat saja semua kampung jalanya rusak semua, coba dananya di alokasikan dengan benar pasti semua desa di indonesia mulus",3
UgxWryD-I0hHi_c6mnB4AaABAg,GX-aKctcuX4,@mijonfix4139,0,2025-02-07T12:58:26Z,2025-02-07T12:58:26Z,"Sejak ada dana desa bukanya desa yang maju, tapi perangkat desa yang hidupnya makmur, dana tidak di gunakan untuk membangun desa tapi masuk kantong masing masing, kalo ada pembangunan paling cuma buat foto bukti beberapa meter 😂😂","Sejak ada dana desa bukanya desa yang maju, tapi perangkat desa yang hidupnya makmur, dana tidak di gunakan untuk membangun desa tapi masuk kantong masing masing, kalo ada pembangunan paling cuma buat foto bukti beberapa meter ","sejak ada dana desa bukanya desa yang maju, tapi perangkat desa yang hidupnya makmur, dana tidak di gunakan untuk membangun desa tapi masuk kantong masing masing, kalo ada pembangunan paling cuma buat foto bukti beberapa meter ",3
Ugweo8k98RiRiC5BKHB4AaABAg,GX-aKctcuX4,@apaapaserbasusah,0,2025-02-07T12:39:33Z,2025-02-07T12:39:33Z,"Jalan antar kota antar provinsi banyak yang ancur, bikin bahaya pengendara","Jalan antar kota antar provinsi banyak yang ancur, bikin bahaya pengendara","jalan antar kota antar provinsi banyak yang ancur, bikin bahaya pengendara",2
UgzPOGN0WxAa1i8S3bx4AaABAg,GX-aKctcuX4,@devslbf,0,2025-02-07T12:28:16Z,2025-02-07T12:28:16Z,"Bagus👍👍👍
Karena dana desa hanya dijadikan bancakan saja","Bagus
Karena dana desa hanya dijadikan bancakan saja","bagus
karena dana desa hanya dijadikan bancakan saja",3
UgxtOWjZosYNgNHicaF4AaABAg,GX-aKctcuX4,@nazirahmad-fs7fx,0,2025-02-07T12:18:29Z,2025-02-07T12:18:29Z,Sangat setuju Dan setuju sekali.,Sangat setuju Dan setuju sekali.,sangat setuju dan setuju sekali.,3
Ugz95CXPipmNgav0Wgh4AaABAg,GX-aKctcuX4,@whitedove1125,0,2025-02-07T11:51:26Z,2025-02-07T11:51:26Z,DAK Non Fisik gak di pangkas ya?,DAK Non Fisik gak di pangkas ya?,dak non fisik gak di pangkas ya?,2
Ugwok7rB8ocod3dnE4V4AaABAg,GX-aKctcuX4,@sunmori7821,0,2025-02-07T11:49:12Z,2025-02-07T11:49:12Z,pemerintah harus cek desa2 dengan jalan hancur padahal dana desa sudah masuk,pemerintah harus cek desa-desa dengan jalan hancur padahal dana desa sudah masuk,pemerintah harus cek desa2 dengan jalan hancur padahal dana desa sudah masuk,2
UgxJfRqK0F1gR5o8fW94AaABAg,GX-aKctcuX4,@agusriyanto9559,0,2025-02-07T11:10:22Z,2025-02-07T11:10:22Z,Setuju dan dana yang turun kebawah di pantau,Setuju dan dana yang turun kebawah di pantau,setuju dan dana yang turun kebawah di pantau,3
UgxxYXYNPwKn21ix28N4AaABAg,GX-aKctcuX4,@najwaa285,0,2025-02-07T11:00:48Z,2025-02-07T11:00:48Z,"Inspektorat didaerah gak kerja, seolah olah membiarkan korupsi jamaah dana desa...","Inspektorat didaerah gak kerja, seolah olah membiarkan korupsi jamaah dana desa...","inspektorat didaerah gak kerja, seolah olah membiarkan korupsi jamaah dana desa...",3
Ugz_0rZpLQ7aZJ4YfqV4AaABAg,GX-aKctcuX4,@jenaranggoro2951,0,2025-02-07T10:56:01Z,2025-02-07T10:56:01Z,Dari komen saya tau klo pemimpin Indonesia itu cerminan rakyatnya.. 😂 bukan cuman itu Kepala Desa yg ga sekolah aja kadang bisa buat proyek² fiktif. Masa ada pembangunan WC Umum biayanya 300 jt 😂,Dari komen saya tau klo pemimpin Indonesia itu cerminan rakyatnya..  bukan cuman itu Kepala Desa yg ga sekolah aja kadang bisa buat proyek2 fiktif. Masa ada pembangunan WC Umum biayanya 300 jt ,dari komen saya tau klo pemimpin indonesia itu cerminan rakyatnya..  bukan cuman itu kepala desa yg ga sekolah aja kadang bisa buat proyek2 fiktif. masa ada pembangunan wc umum biayanya 300 jt ,3
UgzW3RgO3fR-fxZ63LJ4AaABAg,GX-aKctcuX4,@Wadezig_Under,0,2025-02-07T10:49:32Z,2025-02-07T10:49:32Z,Uang beredar bakal berkurang nih pertumbuhan ekonomi bakal lesu,Uang beredar bakal berkurang nih pertumbuhan ekonomi bakal lesu,uang beredar bakal berkurang nih pertumbuhan ekonomi bakal lesu,1
UgzT9Mfg4gzoh9GjjpR4AaABAg,GX-aKctcuX4,@AesclapeusLife,0,2025-02-07T10:30:30Z,2025-02-07T10:30:30Z,dana ngalir malah banyak tikus berawal dari desa hingga ke kota 🎉,dana ngalir malah banyak tikus berawal dari desa hingga ke kota ,dana ngalir malah banyak tikus berawal dari desa hingga ke kota ,3
UgxjYsqDmNk5vEWimvR4AaABAg,GX-aKctcuX4,@aldira0257,1,2025-02-07T10:10:53Z,2025-02-07T10:10:53Z,Mantap👌,Mantap,mantap,3
Ugy74fKE2ML4Zq8Z__V4AaABAg,GX-aKctcuX4,@simonsms8745,0,2025-02-07T09:53:00Z,2025-02-07T09:53:00Z,"Mantap👍👍👍
Biar pusing para kepala daerah yg hny mengharapkan APBD dari tranfer pusat. Berebut jdi kepala daerah, sdh jdi ga juga bgmn2 pregresnya dlm membangun. Jalan2 k kampung msh byk yg bertanah lumpur, listrik blom ada. Klo d tanya masy. knapa blom dibangun atau listrik blom masuk, jawabannya enteng, itu program pemerintah pusat, bukan tanggungjawab daerah.","Mantap
Biar pusing para kepala daerah yg hny mengharapkan APBD dari tranfer pusat. Berebut jdi kepala daerah, sdh jdi ga juga bgmn2 pregresnya dlm membangun. Jalan2 k kampung msh byk yg bertanah lumpur, listrik belum ada. Klo d tanya masy. knapa belum dibangun atau listrik belum masuk, jawabannya enteng, itu program pemerintah pusat, bukan tanggungjawab daerah.","mantap
biar pusing para kepala daerah yg hny mengharapkan apbd dari tranfer pusat. berebut jdi kepala daerah, sdh jdi ga juga bgmn2 pregresnya dlm membangun. jalan2 k kampung msh byk yg bertanah lumpur, listrik blom ada. klo d tanya masy. knapa blom dibangun atau listrik blom masuk, jawabannya enteng, itu program pemerintah pusat, bukan tanggungjawab daerah.",3
Ugwwlbd10J24SjmKhbJ4AaABAg,GX-aKctcuX4,@bambangJuli-j7o,0,2025-02-07T09:51:50Z,2025-02-07T09:51:50Z,Cocok,Cocok,cocok,3
UgxuVqzw8t1gzyNqbiJ4AaABAg,GX-aKctcuX4,@jokopiturun3408,0,2025-02-07T09:11:27Z,2025-02-07T09:11:27Z,Stop saja Rawan dikorupsi wkkkkk,Stop saja Rawan dikorupsi wkkkkk,stop saja rawan dikorupsi wkkkkk,3
UgyCfFCb3cxI58V_hVl4AaABAg,GX-aKctcuX4,@vgs8868,0,2025-02-07T09:01:29Z,2025-02-07T09:01:29Z,"AUDIT DANA DESA, DAN HENTIKAN ALIRANNYA. ITU CUMA SOGOKAN SI RAJA GORONG2 UNTUK APARAT DESA!!! SEMENTARA PENGGUNAAN DANA DESA BYK YG MENYIMPANG DAN DIKORUPSI!!! FAKTA!!!!","AUDIT DANA DESA, DAN HENTIKAN ALIRANNYA. ITU CUMA SOGOKAN SI RAJA GORONG2 UNTUK APARAT DESA!!! SEMENTARA PENGGUNAAN DANA DESA BYK YG MENYIMPANG DAN DIKORUPSI!!! FAKTA!!!!","audit dana desa, dan hentikan alirannya. itu cuma sogokan si raja gorong2 untuk aparat desa!!! sementara penggunaan dana desa byk yg menyimpang dan dikorupsi!!! fakta!!!!",3
UgyXbRqOoliU6xAXd_F4AaABAg,GX-aKctcuX4,@bangjiebchanel6659,0,2025-02-07T08:18:31Z,2025-02-07T08:18:31Z,Jangan di kasih dana aja,Jangan di kasih dana aja,jangan di kasih dana aja,3
Ugy2GKzvpO9VcOMqXXZ4AaABAg,GX-aKctcuX4,@muhammadfuad3162,0,2025-02-07T07:58:40Z,2025-02-07T07:58:40Z,Dan desa dikorupsi kah?,Dan desa dikorupsi kah?,dan desa dikorupsi kah?,2
Ugyx2FehrYw2OKKb3sh4AaABAg,GX-aKctcuX4,@Vojnik-y4m,0,2025-02-07T07:47:43Z,2025-02-07T07:47:43Z,Niceeeee.... Desa itu banyak bgt korupsi,Niceeeee.... Desa itu banyak bgt korupsi,niceeeee.... desa itu banyak bgt korupsi,3
Ugxda2Pbf3d86Fvm-ih4AaABAg,GX-aKctcuX4,@aldhyhatmar,0,2025-02-07T07:17:52Z,2025-02-07T07:17:52Z,kepala desa: waduh kagak bisa nyewa LC ni 😂,kepala desa: waduh gak bisa nyewa LC ni ,kepala desa: waduh kagak bisa nyewa lc ni ,2
UgyuYZluXXmUv6RKtf94AaABAg,GX-aKctcuX4,@Viewer-404,0,2025-02-07T07:12:23Z,2025-02-07T07:12:23Z,"Mending cabut aja tu semua alokasi DANA yang Di Bikin JOKOWI . Pada ngaco SEMUA , Macam DANA DESA  😂😂😂","Mending cabut aja tu semua alokasi DANA yang Di Bikin JOKOWI . Pada ngaco SEMUA , Macam DANA DESA  ","mending cabut aja tu semua alokasi dana yang di bikin jokowi . pada ngaco semua , macam dana desa  ",3
Ugxl-O6hP2ltXK2ngAJ4AaABAg,GX-aKctcuX4,@cv.hasilkaryapurwokerto2471,0,2025-02-07T06:59:54Z,2025-02-07T06:59:54Z,Sangat setuju ! Alhamdulilah negara di bawah kendali Pak Prabowo,Sangat setuju ! Alhamdulilah negara di bawah kendali Pak Prabowo,sangat setuju ! alhamdulilah negara di bawah kendali pak prabowo,3
Ugw3g74DoeKrorOz0Q94AaABAg,GX-aKctcuX4,@cahyosambodo7194,0,2025-02-07T06:59:34Z,2025-02-07T06:59:34Z,"Puasa dulu lah 2 tahun. Ntar tahun ke 3 ,4,5 mulaibesar²an ambil hati konstituent. Bansos, relaxasi pajak, yg penting pilih si gemoy jogetan
😊😊😊😊","Puasa dulu lah 2 tahun. Ntar tahun ke 3 ,4,5 mulaibesar2an ambil hati konstituent. Bansos, relaxasi pajak, yg penting pilih si gemoy jogetan
","puasa dulu lah 2 tahun. ntar tahun ke 3 ,4,5 mulaibesar2an ambil hati konstituent. bansos, relaxasi pajak, yg penting pilih si gemoy jogetan
",1
UgwnUUJdK0AkgjNORVh4AaABAg,GX-aKctcuX4,@aadus5726,0,2025-02-07T06:44:41Z,2025-02-07T06:44:41Z,Imbas y k pegawai rendahan aj pasti.,Imbas y k pegawai rendahan aj pasti.,imbas y k pegawai rendahan aj pasti.,1
UgxoNzngSRZoUgdKyeB4AaABAg,GX-aKctcuX4,@andybirdbreeder1075,0,2025-02-07T06:31:24Z,2025-02-07T06:31:24Z,Danau khusus korupsi (DKK) ditingkatkan atau diturunkan ini Pak?,Danau khusus korupsi (DKK) ditingkatkan atau diturunkan ini Pak?,danau khusus korupsi (dkk) ditingkatkan atau diturunkan ini pak?,1
UgyMb6ltF1GaVW6K-gd4AaABAg,GX-aKctcuX4,@apulbrutality,0,2025-02-07T06:31:16Z,2025-02-07T06:31:16Z,"Setuju, klo bisa pembangunan di daerah diambil alih pusat saja, mengurangi korupsi berjamaah oknum2 di daerah","Setuju, klo bisa pembangunan di daerah diambil alih pusat saja, mengurangi korupsi berjamaah oknum2 di daerah","setuju, klo bisa pembangunan di daerah diambil alih pusat saja, mengurangi korupsi berjamaah oknum2 di daerah",3
UgwzQsIj7gfFdRtPTqV4AaABAg,GX-aKctcuX4,@WanUpusCH,0,2025-02-07T06:23:09Z,2025-02-07T06:23:09Z,"Kalo bisa Stop dana desa, 
saya sangat setuju","Kalo bisa Stop dana desa, 
saya sangat setuju","kalo bisa stop dana desa, 
saya sangat setuju",3
UgwivSE53FQI7po0ex54AaABAg,GX-aKctcuX4,@craney2224,0,2025-02-07T06:18:37Z,2025-02-07T06:23:51Z,Ini faktor Pilkada daerah banyak kalah kemarin makanya dipotong😊😊😊 alasan banyak proyek konyol yang diprediksi gk sejalan ke pemerintah pusat 😊😊😊 menyala PDIP jadi banteng sungguh nya,Ini faktor Pilkada daerah banyak kalah kemarin makanya dipotong alasan banyak proyek konyol yang diprediksi gk sejalan ke pemerintah pusat  menyala PDIP jadi banteng sungguh nya,ini faktor pilkada daerah banyak kalah kemarin makanya dipotong alasan banyak proyek konyol yang diprediksi gk sejalan ke pemerintah pusat  menyala pdip jadi banteng sungguh nya,3
UgxISUa3aNW8BofYlgp4AaABAg,GX-aKctcuX4,@FarliAnsyah-n4r,0,2025-02-07T06:16:08Z,2025-02-07T06:16:08Z,Dana desa banyak dikorupsi,Dana desa banyak dikorupsi,dana desa banyak dikorupsi,3
UgxEeTEnaqBPjRxul3t4AaABAg,GX-aKctcuX4,@ALKAXEL,0,2025-02-07T06:14:15Z,2025-02-07T06:14:15Z,Di HAPUSS SAJA JUGA GPP TOH GA ADA PENGARUHNYA BUAT KITA...JALAN SAJA MASUK KAMPUNG RUSAK GA ADA PERBAIKAN TUH SAMA.KEPALA DESA,Di HAPUSS SAJA JUGA GPP TOH GA ADA PENGARUHNYA BUAT KITA...JALAN SAJA MASUK KAMPUNG RUSAK GA ADA PERBAIKAN TUH SAMA.KEPALA DESA,di hapuss saja juga gpp toh ga ada pengaruhnya buat kita...jalan saja masuk kampung rusak ga ada perbaikan tuh sama.kepala desa,3
UgxoRgsBDOkSKgYWaVB4AaABAg,GX-aKctcuX4,@didiarieswijaya5807,0,2025-02-07T06:07:27Z,2025-02-07T06:07:27Z,Yahhh ga bisa korup dooong kasiaaan,Yahhh ga bisa korup dooong kasiaaan,yahhh ga bisa korup dooong kasiaaan,2
UgyXNE10pD42jnK7b_J4AaABAg,GX-aKctcuX4,@saenalgas1211,0,2025-02-07T05:56:35Z,2025-02-07T05:56:35Z,Lebih baik di stop atau pengawasan super ketat masalah uang ini,Lebih baik di stop atau pengawasan super ketat masalah uang ini,lebih baik di stop atau pengawasan super ketat masalah uang ini,3
UgzZSdxMgTGnQ59G10x4AaABAg,GX-aKctcuX4,@komentatorsaja,0,2025-02-07T05:56:22Z,2025-02-07T05:56:22Z,"Oke gas, oke gas, anggarannya dipangkas 😂😅","Oke gas, oke gas, anggarannya dipangkas ","oke gas, oke gas, anggarannya dipangkas ",1
UgwQS_oyT6PU1SdsOJJ4AaABAg,GX-aKctcuX4,@GunAwanCh0z,0,2025-02-07T05:49:37Z,2025-02-07T05:49:37Z,"Sebenarnya rakyat Indonesia itu makmur, ngiler dana triliunan pertahun","Sebenarnya rakyat Indonesia itu makmur, ngiler dana triliunan pertahun","sebenarnya rakyat indonesia itu makmur, ngiler dana triliunan pertahun",2
UgwN47GySYYFC5GEgwp4AaABAg,GX-aKctcuX4,@EliMureantii,0,2025-02-07T05:41:57Z,2025-02-07T05:41:57Z,"Yg ngatakan stop dana desa pasti masyarakat kota
Gmna mw desa jd berkembang tp rakyatnya tidak peduli dengan desanya 

Kalau ad kecurangan di desa kalian laporkan itu hak kalian..
Prinsip dana desa itu bagus
Tp Masyarakat banyak apatis
Tidak perduli
Tidak ad pengawasan 
Malah di kasih 50 K juga diam 

Mw gmna desa "" ini bagus
Tinggal tingkatkan pengawasan , transparansi 
Maka dana"" tersebut akan bermanfaat bagi desa""","Yg ngatakan stop dana desa pasti masyarakat kota
Gmna mw desa jd berkembang tp rakyatnya tidak peduli dengan desanya 

Kalau ad kecurangan di desa kalian laporkan itu hak kalian..
Prinsip dana desa itu bagus
Tp Masyarakat banyak apatis
Tidak perduli
Tidak ad pengawasan 
Malah di kasih 50 K juga diam 

Mw gmna desa "" ini bagus
Tinggal tingkatkan pengawasan , transparansi 
Maka dana"" tersebut akan bermanfaat bagi desa""","yg ngatakan stop dana desa pasti masyarakat kota
gmna mw desa jd berkembang tp rakyatnya tidak peduli dengan desanya 

kalau ad kecurangan di desa kalian laporkan itu hak kalian..
prinsip dana desa itu bagus
tp masyarakat banyak apatis
tidak perduli
tidak ad pengawasan 
malah di kasih 50 k juga diam 

mw gmna desa "" ini bagus
tinggal tingkatkan pengawasan , transparansi 
maka dana"" tersebut akan bermanfaat bagi desa""",1
Ugzd84YUe8ZNj22pNzN4AaABAg,GX-aKctcuX4,@Suwarjieko,0,2025-02-07T05:36:27Z,2025-02-07T05:36:27Z,Iya cukup Jakarta sj korupsi....jgn dibagi ke daerah gitu looo mau Bapak e😂,Iya cukup Jakarta sj korupsi....jgn dibagi ke daerah gitu looo mau Bapak e,iya cukup jakarta sj korupsi....jgn dibagi ke daerah gitu looo mau bapak e,1
UgwHCrslA_gvUsZUXu14AaABAg,GX-aKctcuX4,@AbdulKholik-j5u,0,2025-02-07T05:03:18Z,2025-02-07T05:03:18Z,Ok gas ok gas 😂😂😂,Ok gas ok gas ,ok gas ok gas ,1
UgzFD8Hs4adeTNpdS0R4AaABAg,GX-aKctcuX4,@nescmediatama,0,2025-02-07T05:00:28Z,2025-02-07T05:00:28Z,"Mampussss ketar ketir lu semua sekarang,cegah korupsi","Mampus ketar ketir lu semua sekarang,cegah korupsi","mampussss ketar ketir lu semua sekarang,cegah korupsi",3
Ugy_16GY5L4JRin6kvh4AaABAg,GX-aKctcuX4,@tamirhamza1867,0,2025-02-07T04:51:17Z,2025-02-07T04:51:17Z,Dana desa hapus saja,Dana desa hapus saja,dana desa hapus saja,3
UgxYC1TbMknvl1XSu9Z4AaABAg,GX-aKctcuX4,@amieemaswin1664,0,2025-02-07T04:46:42Z,2025-02-07T04:46:42Z,Uang buat bangun desa di embat lurah semua..😂,Uang buat bangun desa di embat lurah semua..,uang buat bangun desa di embat lurah semua..,3
Ugy09s2lMGo5RrpW5lZ4AaABAg,GX-aKctcuX4,@julhamsaparuddin8957,0,2025-02-07T04:40:52Z,2025-02-07T04:40:52Z,"makin banyak jalan2 yg rusak semakin rusak, sebelum di potong 50% ajh jln pada rusak apalagi sudah di potong, makin gk nampak tu anggaran","makin banyak jalan2 yg rusak semakin rusak, sebelum di potong 50% ajh jalan pada rusak apalagi sudah di potong, makin gk nampak tu anggaran","makin banyak jalan2 yg rusak semakin rusak, sebelum di potong 50% ajh jln pada rusak apalagi sudah di potong, makin gk nampak tu anggaran",1
UgxOWdgL3y3ppNPcAB14AaABAg,GX-aKctcuX4,@tazkia6787,0,2025-02-07T04:38:07Z,2025-02-07T04:38:07Z,Hahaha bagusss sarang korup aja tu,Hahaha bagus sarang korup aja tu,hahaha bagusss sarang korup aja tu,3
Ugxf_QHgbyZ-cwuOopF4AaABAg,GX-aKctcuX4,@muhammadfadillah4832,0,2025-02-07T04:34:21Z,2025-02-07T04:34:21Z,Wajib pangkas negara terlalu boros,Wajib pangkas negara terlalu boros,wajib pangkas negara terlalu boros,3
Ugyh4QcEu_1F3VyjtAl4AaABAg,GX-aKctcuX4,@husni_abdullah,0,2025-02-07T04:21:28Z,2025-02-07T04:21:28Z,Periode lalu adalah pestanya koruptor....,Periode lalu adalah pestanya koruptor....,periode lalu adalah pestanya koruptor....,1
UgzCwuQ-kAWRZatFj-l4AaABAg,GX-aKctcuX4,@wanditorres5763,0,2025-02-07T04:18:31Z,2025-02-07T04:18:31Z,Terlihat wajah lemes semua😂😂😂,Terlihat wajah lemes semua,terlihat wajah lemes semua,2
Ugz0JC9SR9G8KoeRZit4AaABAg,GX-aKctcuX4,@PapaJigger-Ende,0,2025-02-07T04:04:44Z,2025-02-07T04:04:44Z,Judul 50% isi 50T,Judul 50% isi 50T,judul 50% isi 50t,1
UgwbzHhkLtYO6NvgWr94AaABAg,GX-aKctcuX4,@hasanbasri-zy4dh,1,2025-02-07T03:59:03Z,2025-02-07T03:59:03Z,"Semoga Aceh cepat berpisah dengan Indonesia..!
Merdeka......❤❤","Semoga Aceh cepat berpisah dengan Indonesia..!
Merdeka......","semoga aceh cepat berpisah dengan indonesia..!
merdeka......",2
Ugx8bzIfc3xlJsmIMFJ4AaABAg,GX-aKctcuX4,@mlbbgame843,0,2025-02-07T03:51:15Z,2025-02-07T03:51:15Z,"apalgi rumah bagus punya motor 4 bagus semua masih dpt bansos pkh ,","apalgi rumah bagus punya motor 4 bagus semua masih dpt bansos pkh ,","apalgi rumah bagus punya motor 4 bagus semua masih dpt bansos pkh ,",1
UgwrvnmqcjNVrBLifHl4AaABAg,GX-aKctcuX4,@dikipemanadou6985,0,2025-02-07T03:40:56Z,2025-02-07T03:40:56Z,Nah..hayo pemerintah daerah mulai kurangi itu pegawai2 titipan yg jam 9 masih asyik baca koran. Kan sayang kalau APBD habis buat belanja pegawai saja.,Nah..hayo pemerintah daerah mulai kurangi itu pegawai2 titipan yg jam 9 masih asyik baca koran. Kan sayang kalau APBD habis buat belanja pegawai saja.,nah..hayo pemerintah daerah mulai kurangi itu pegawai2 titipan yg jam 9 masih asyik baca koran. kan sayang kalau apbd habis buat belanja pegawai saja.,3
